	id	document	emotion
356	  투뷰	라이브너무 아쉽네.. 신인이라고 쉴드치는데. 솔직히 저자리에 ITZY 있었다면 저렇게 하진 않았겠지.....	0
357	  eee	"기미기미나쭈쭈쭈쭈,,, 가사수준 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"	0
358	  아토	아니 소리는 왤케 빽빽질러대는거야..?지젤은 아이돌이야...?	0
359	  Foo Foo	솔직히 윈터빼고 다별로다	0
360	  아몬드봉봉	윈터 잘함	1
361	  케이팝타임즈Kpop Times	인기가요에서 저정도 했으면 칭찬받았을텐더페스티벌이라 좀 그러네	0
362	  세미나	닝닝은 한국의 식스맨인가? 노래가 ㅜ	0
363	  왜내맘을홍대는건대	ㅇㄴ 지젤 박자가 일도 안맞음	0
364	  Gony S	가수를.. 대중들이 왜 코시국 무대경험등을 이해하면서 들어야하나요ㅋㅋ...	0
365	  뜨거운안녕	영상 시작하면서부터 주전자가 끓고 있다.누가 가스불좀 꺼주라 제발...	0
366	  뚝배기브레이커	걍 윈터가 나머지 3명 머리채 끌고 가주네....ㅋㅋ나머지 3명은 진짜 라이브 연습 좀 해야겠다.ㅋㅋ나머지 3명은 음정이 너무 불안정하다.	0
367	  난Peace	음..  이분들 월드 투어를  많이 하셔야 할듯 뭔가 큰 무대 어울리지 않는단 느낌만.  춤도 현장기계에 막히는데 눕는데 보이질 않고..ㅜ노래  못 한단건 모르겟지만	0
368	  예	저런 작은 체구에서 어케 저런 파워플한 춤이랑 소리가 나오는거지...개 빡세게 춤 추면서 노래 어케함...ㄹㅇ..	1
369	  asasf	2:57 쁠백 맘뽜~	1
370	  성이름	지젤빼고 다 잘한거같은디.. 닝닝 쪼끔 실수하고 카리나 쫌 흥분한거 제외하면 괜찮은거같은디...	1
371	  소울맘	카리나도 지젤이 음 엉망으로 만든거 바로 이어부르느라 지젤한테 말렸음	0
372	  깜찍뿌	지젤.. 저따구로 랩하면서 라이브 너무 하고싶었다 이러는건 좀 ㅋㅋㅋㅋ 본인실력을 모르나봄	0
373	  죠니	잘하는데 왜그래..?	1
374	  Shin	난 아이돌 팬질하는 그룹은 없고 그냥 한국 아이돌 노래가 신나는게 많아서 운동할때 자주 듣는 사람인데... 라이브실력 진짜 실망스럽다. 내가 코시국에 운동하면서 에스파 노래를 몇번이나 들었는데; 하루도 안빠지고 들은거같은데 라이브가 이게 뭐냐.....	0
375	  Je Kim	윈터가 잘하네~~	1
376	  미스타봄	음.. 솔직히 이정도면 이거 고등학교 축제 수준 아닌가요?	0
377	  최종윤	코첼라 갈 정도의 실력은 아닌 듯 평소 라이브도 좀 부족한데다 개쫄았음 차라리 잇지를 보내지	0
378	  존잘레스	이건 SM이 ㅈㄴ 너무했네애들 경험도 좀 살려줘야 본 실력이 나오지이래놓고 립싱크 사기니 뭐니경험 없는 애들이라 목 컨트롤도 못하고 긴장하고 난리났네 고등학교 때도 그렇고 에스파 없애려고 하나	0
379	  이얌	왜...? 잘했는데...	1
380	  털민웨이터	욕하는 거에 비해 윈터는 말할것도 없고 카리나도 괜찮은데?	1
381	  야야야	아니 진짜 잘했는데...? 왤케 뭐라하는거지???	1
382	  H I	닝닝이 노래 잘하지않았나?	1
383	  smrmaak	윈터 ㅇㅈ	1
384	  김미성	윈터 빼고 다 빌런 같아..	0
385	  슈르륵	아 관객석 소리 줯내빽빽거리네 ㅋㅋ	0
386	  김진희	실력이 넘부족한거 같은데?  벌써 이런무대 가지는게 맞나?	0
387	  나다킴	카리나 밖에 안 보인다	1
388	  울면안대	울 민정이 고생햇떠…… 대견해 	1
389	  사브레	닝닝은 무슨 춤 안 추는 부분에서도 고음을 못 함...?	0
390	  Song JY	반응이 시원찮네...고라니 빼고	0
391	  사랑	으앜 이거 말많길래 보고 있는데 첨부터 항마력 생기네요~~	0
392	  zzuliaan	지젤빼곤 잘하는뎅.. 왜 까는지 모르겠네 ㅋㅋ	1
393	  땅땅이	근데 뭐 해외가수들도 라이브 개판인거 많음 어린나이에 저 무대 서는 것만해도 긴장 오지는 일인데  춤 추면서 이 정도면 잘 한거 아닌가 블핑이  잘한건 맞는데 굳이 비교를 할 필요있나 생각듬 비판하기전에 잘했다 칭찬먼저 하는게 옳다고 봄	1
394	  이루하	나도 에스파 좋아했긴햇는데 차라리 아이들이 훨신 나은듯 톰보이 질러줫으면 끝낫다	0
395	  이동석	일본인 멤버가 폐활량이 조금 짧고 가창력이 많이 떨어지는것 같네 중국인 멤버는 언제 중국으로 돌아가 한국 문화도둑질에 디스할지 모르고 한국연습생들중에 외국인 멤버들보다 더 잘하고 이쁜애들 많은데 구지 중국 일본 멤버들을 매번 집어넣어야 하나 일본 중국 시장을 노린다고 그런것 같은데 한국인 멤버들만 해도 좋으면 다 쳐보고 좋아한다 인터뷰는 통역하면 되는거고	0
396	  나이브	닝닝이도 잘하는데?	1
397	  오구찡	"보컬은 윈터밖에없다.나머지는 댄스,랩인듯ㅋㅋㅋ음정잡는건 윈터밖에 없고나머지는 성량딸려서 음정안맞게 고함만지르네"	0
398	  mikaela	옷이랑 라이브랑 보는내가 화끈거리네요..ㅠ저런무대나가기엔.. 조금더 실력을 쌓고 나갔으면 좋겠어요	0
399	  smoth	집증 하려고 할때마다 계속 익룡소리 들림 ㅠㅠㅋㅋ	0
400	  경형	불쌍하다...페스티벌이라 앞에 반응도 약간 갑분싸였을듯... 솔직히 윈터 말고 듣기 너무 벅참...ㅜㅜ	0
401	  Wonderlandscape	난 괜찮는거 같은데 그냥 곡이 저런 페스티벌에 맞지 않다 뿐이지	1
402	  에베벱	"이건 그냥 에셈이 잘못한거임 얘내 컴백 4번인가 했는데(블맘,포에버,낵레,세비지)라이브 한번도 안시키고 립싱크 시키니 저 큰 무대에서 다 무너지는거지..어차피 한번 무너질거면 우리나라 음방에서 무너지는게 나음..이번 코첼라 계기로 에스엠은 정신차리고 무대 라이브좀 시켰으면 좋겠다"	0
403	  지수	요즘 유튜브에서 너무 욕 하길래 풀버전 보러왔는데잘하는데요???? 억까 심한듯	1
404	  수민 하	관객들 목소리  너무 크다	0
405	  깐초	윈터가 잘하네	1
406	  wmn	저 분위기에 안어울린다 애들 공연같은 느낌 팍 드네..머릿속에 평소알던 에스파가 있으니 약간의 실망은 안했다면 거짓말이고 와중에 윈터는 공중파에서 듣던 그대로네	0
407	  나슈라	음...에스파는 라이브연습좀 해야할듯.. 마이인 내가 들어도 이건 진짜 감싸줄수가 없음..	0
408	  김아린	마이크가 너무 불편해보인다..카리나는 신이야	1
409	  zaan	지젤것만 마이크 볼륨이 크고 나머지는 마이크 소리가 너무 작아 이건 슴이 잘못했다 세팅을 잘못해줌 인이어 안들리는 애들처럼 노래부르네 블핑거 보고 오니까 가창력 자체는 비슷한 수준인데 블핑은 밴드로 반주를 해주고 이런무대에 임팩트 있게 부르게 만들어줬네 이건 진짜 슴이 일처리를 너무 아마추어같이 한거야	0
410	  빅베	지젤 오늘따라 함소원이랑 판박이네	0
411	  JY	블핑보고 왔는데왜이리 무대가 비워보이남노래는 그럭저럭 잘하는데사운드가 빈약한듯 너무크면 목소리 안나올까봐 그랬나??	0
412	  이다은	노래방에서 엄청 긴장하면 저래되는데	0
413	  Blue Ocean	갑자기 케팝이 부끄러워지는이유는? 돈주면 코첼라 출연시켜줌? 제발 BTS 블핑이 세워 놓은 케이팝 자존심을 이렇게 짓밣진 말자 ㅠㅠ	0
414	  헤일리	하도 블랙핑크로 언플했길래 블랙핑크 코첼라 무대(로제) 캠 보고 왔는데 이건 뭐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ비교 불간데? 에스파는 평소 음방에서부터 라이브 연습하길 ^^;	0
415	  Foo Foo	음정이 떨리는게 노래를 못하는거임	0
416	  장대한	그게 못한다는 겁니다	0
417	  김하영	윈터도 음정 떨어지는데…? 그냥 라이브가 안맞았던듯	0
418	  다인	관중에 익룡 한명있다고ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0
419	  깡jun	근데 에스파 코첼라 왜 간거야??블핑이랑 차이가 넘사네..윈터만 실력 인증끝	0
420	  이꽁이	지젤은 뭔가 자기 성량 안 좋은 거 알아서 높게 부르고 좀 악 쓰는 거 같다 해야하나	0
421	  Maintenance Individual	라이브 연습 더 해야겠다	0
422	  김영은	다들 영상 안보고 댓글달아요? 개잘하는데??? 14분 다 봤어요?	1
423	  위대한캣츠비	이게 개잘하는거면 단단히 눈에 뭐가 씌인건지 아니면 그정도 수준밖에 못듣는거임 ㅋㅋㅋ	0
424	  행복이	코!첼라하! 어 유우후휴 뤠히이디이히	1
425	  Juni	겁나 까길래 왔는데 개잘하는데..??????	1
426	  Hannah Ku	동네 장기자랑....	0
427	  컨닝의신	숏츠에서 하도 까대길래 풀영상 보러 왔는데 그렇게 안 거슬리고 잘하고 온 것 같은데 뭔 한국망신은 에스파가 다 한 거마냥 얘기하냐 사람들.	1
428	  홍시	아니 ㅅㅂ 6분 40초대부터 괴성 지르는 사람 진심 누구임 노래 좀 듣겠다는데 존나 난데없이 자꾸 괴성 발사하네 환호도 정도를 넘으면 소음임 환호할 부분이 따로 있지 뭔 매초마다 소리를 질러 노래 좀 듣자	0
429	  예	윈터 욕 먹는 건 진짜 억까야...ㅋㅋㅋ 블랙핑크가 넘사긴 했지만 곡 난이도는 에스파가 훨씬 어려운 것도 사실이고	1
430	  이성	중국이상 넘어가지마라 좉팔린깨	0
431	  Integral Sun	아니 뭐 사람마다 체질이란게 있다지만 지젤 너무 찐거 아닌가.. 비하의도 x 내가 예민한거면 ㅈㅅ	0
432	  공주병루피	실력도 안되면서 왜 다른 가수들의 기회를 뺏는거냐 실망이다 그냥 중국 일본만 가라	0
433	  제시켜알바	기획사가 잘못했네  메인무대 세우면서 무대에맞게 편곡해서 내보내야지 그대로 내보내니 사운드에 묻혀서 목소리가 안나오지 블핑이랑 너무 비교되는 무대였넹	0
434	  검무룩	근데 닝닝 아무리봐도 10:02 이부분 쭉 립싱크아님?	0
435	  딸기타르트	에스파만 코시국에 데뷔한줄 알겠네 다 핑계임 ㅋㅋ 그냥 실력이 ar 없으면 안되는거지	0
436	  사막의여우	 @권밤  감사합니다!	1
437	  hhk ho	저건 백퍼 연습부족이다	0
438	  party Jang	익룡관중때매 2분을 못넘기겠네	0
439	  fff aa	윈터는잘하고 닝닝지젤 실력 실화냐...심하다	0
440	  이름	닝닝 그냥 목상태가 안 좋아보인다.. 너무 힘들어보이네	0
441	  hoon	닝닝 렛츠꼬! 나만 어색함?ㅋㅋㅋㅋㅋㅋㅋ	0
442	  사인클우주정복	엥ᯅ̈ 잘하는데	0
443	  네임	헐....에스파팬인데 지젤은 좀 심각하네....	0
444	  02 TS	숏츠로 본거보다는생각보다 플랫도 안나고 나쁘지 않은데??	1
445	  겸서	카리나 사랑해🥹	1
446	  홍홍훙	아니 익룡있냐고ㅋ큐ㅠㅜㅜㅋㅋㅋ	0
447	  깜디	음정이 다들 오버해서 샾되네..저거 누적되면 성대 데미지 슬슬입기시작함	0
448	  소정	짱스파	1
449	  위대한캣츠비	긴장해서 주늑든건지 무대경험이 부족한건지 아니면 컨디션이 안좋은건지 솔직히 라이브도 그렇고 퍼포먼스도 자신없어보여서 매력없어보임 확실히 저런 외국무대에서 첨부터 잘한 BTS가 어나더클래스이긴한듯	0
450	  유지환	블핑 무대랑 진짜 차이나긴하네	0
451	  Left Handism LDJI	욕존나쳐먹길래 뭔가했는데 잘하는뎅? 조금 쫄아있는거 빼면	1
452	  지나가는 트수	블랙맘바에서 블랙맘바! 같이 외치는 부분 하나도 안 맞아서 당황스럽네	0
453	  그덕덜	그러게여 언플한 회사탓이지 애들 자체는 무대 잘 했음...ㅠ 좀 더 사람들이 애들한테 따듯하게 말해줬으면 좋겠어요 ㅡㅡ	1
454	  EMINEM Stan	데뷔시점때가 코로나 시국이라 관객이랑 호흡하는법을 잘 모르는듯 그리고 윈터빼고 다 가창력이 바닥치네 닝닝이는 아형에서 보니까 마리아 뿐만 아니라 두번째 나왔을때도 노래 했는데 그것도 사실 그냥 그랬음 노래연습 ㅈㄴ 빡시게 해야지 욕안먹고 오래 갈듯	0
455	  이건못참치	님들 이게 못 추고 못 부른거에요..?아이돌 관심 없어서 잘 모르는데 이정도면 다 들리고 개잘춘거 아닌가..	1
456	  Foo Foo	윈터는 ok 잘해 카리나도 좀 아쉽긴한데 ok 지젤이랑 닝닝은 걍 개못함 음정떨리고	0
457	  아이리니	닝닝 제발 중국으로 돌아가~~~!!!!	0
458	  예가	블핑처럼 신나게 편곡하지	0
459	  행복투성이	코젤라 무대까진 좀 무리인듯	0
460	  r	닝닝은 본인 컨트롤도 안되면서 왜케 흥분해서 호응유도를 무리하게하지 ... 보는 내가 다 민망 ...;	0
461	  김채은	아니 애들 실력보다 돌고래 소리 ㅋㅋㅋㅋ개거슬리누 아놔 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0
462	  진리빛	비티에스보다 잘하지만 블랙핑크보단 못하네	0
463	  su-yeon Jun	얼마나 못했길래 욕을먹니 보러왔음	0
464	  Yoon	저 괴성지르는 관객 엄청 거슬리네	0
465	  종강좀빨리하자	그냥 저기 메보짤랐으면 좋겠음... 하지만 스엠은 중국돈을 포기하지 않겠지;;	0
466	  Daniel Shin	여기가 그 윈터빼고 대참사 일어난곳인가요?	0
467	  엔젤리스	와 이거 찐짜인가 너무심한데 이거	0
468	  c지인	관객중한사람만 고뢰고뢰소리지르네시크럽게	0
469	  냠냠	지젤...너무 생목ㅠㅠ노래연습하자...	0
470	  세봉	김민둥 사랑한다	0
471	  그저워치	이 그룹이 그 코첼라에서 망했다는 어스파인가 뭔가 그 그룹인가	1
472	  ha ma	코챌라 무대중 제일 하급 5단계 무대에서 해놓고(15분 1회공연) 메인 무대라고 개구라치다 걸렸다는 무대가 여긴가??근데.. 영상 보니 참 못한다.... 좀 부끄......럽달까... ;;;	0
473	  이환웅	저기 경보음좀 그만 울려주세요... 자꾸 누가 염소 소리내는데...	0
474	  올캐	민폐 ㅋㅋㅋㅋ	0
475	  J S	ㄹㅇ 소리지르다 죽겠음ㅋㅋㅋㅋ 괴물본거마냥	0
476	  s jame	카리나 윈터 2인조로 가야 된다... 쩌리들은 자기 나라로 나보내자	0
477	  소율	무슨 노래부르는 목소리보다 헤이! 하는 소리가 더 크냐	0
478	  wjawjaslowmotion	대체 왜 까이는지 모르겠음	0
479	  하하하	윈터 원툴	1
480	  레몬라임	이럴려고 블핑에 비교하는 언플했냐?ㅋㅋㅋㅋ차라리 가만히라도 있지	0
481	  GNS365	0:01 누가 엽총좀가져와봐...대물멧퇘지 좀 잡게	0
482	  ta ru	"아니 블랙맘바부터 불안한데?? 라이브 무대 완전 처참하다,,,"	0
483	  김영은	여기까지 친히 들어온 억까들은 이 영상 보고나면 나처럼 입덕할지도 모르니 뒤로가기 버튼 누르세요.... 본인의 정체성 지키시려면....	1
484	  splendid	"중국에는 보컬인데 제일못하네 호흡, 음정 다 불안한데 저기있는게 신기하네"	0
485	  denny	현지에선 뭐 이딴 애들이 가수야 이런 느낌이 였음 미국은 빵댕이 잘 흔든다고 가수 할수 있는 곳이 아님 제일 베이스로 보컬이 받혀줘야 하는데 노래는 ㅆ창나고 빵댕이만 흔드니까 미국에서 극혐 하는 스타일 이였음 내친구는 노래를 너무 못하는데 춤만 열심히 추니까 그냥 스트리퍼 같았다고 함	0
486	  소울맘	지젤 잘하는게 뭐냐 노래방가서 목소리 크게내려고 음정 안맞추고 높게 부르는거랑 똑같네 지젤때문에 이어부르는사람 더힘드네 일인분이문제가 아니라 팀에 도움이안됨	0
487	  glgldgld	다른걸떠나서...외모도타멤에비해현저히..	0
488	  MIN민	잘하는 게 맞을까	0
489	  Joo	난장판	0
490	  숩인	"지젤은 좀 안됐다.. 마이크 소리 이상해서 잘 안들리니까 저렇게 소리 지르는 것 같은데 그래도 안들리네,,"	0
491	  효주	이거 신곡이에요??	1
492	  김상수	아...... 미안하다 블링크 아니고 에스파도 좋아하지만 솔직히 블핑이랑 비교된다 ..... 연습좀하쟈 라이브...	0
493	  이름	지젤은 큰무대니까 좀 지르면서 랩한거같은데	0
494	  DEUX DEUXIST	못하기는 했는데 글타고 완전 개욕먹을 정도까지는 아닌데..오바들이 심한듯..특히 약국팬들이 좀 많은거 같은데 다들 이쁘고 노력하는데 싫어하고 깔 필요까지는 없을 듯	0
495	  Typhoon Kim	"왜 보는내내 창피하냐, 데뷔때부터 짝뚱같은 이미지가 심해서 좀 그러더니….결국 바닥나오는건가!!! 저무대도 화사백으로 섰을텐데, 그냥 메이저 엔터 백으로 돈처발라 버텨 생존하는 케이스가 되지말기를."	0
496	  김밥먹고싶다	난 옆에서 영상 찍으면 저렇게 소리 안질러야지;;	0
497	  up clean	노래 연습 더 많이 해야겠어요..	0
498	  농지사	진짜 sm 얘네들을 어떻게 블핑하고 비빌라고 하냐 진짜 언플 적당히 해야지ㅡㅡ 물론 윈터 빼고	0
499	  Et123 H	그냥 윈터 빼고 답없음 ㅋㅋㅋㅋㅋㅋ 블핑이랑 자꾸 비교하는데 비교할걸 비교해라 ㅋㅋㅋㅋㅋㅋ	0
500	  진스텝	관중석에 익룡들 풀어놨누 어디 사파리온거 같네	0
501	  이이	근데 이런 무대하고 그런 버블 쓸 생각은 어떻게 하는거죠? 진심 본인들은 저 무대에 만족하나요? 그래서 무대지적하는 댓글에 정신승리하고 있는건가요? 잘한 윈터가 어쩔티비라고 했으면 이해라도 하겠는데 이건 뭐	0
502	  왜내맘을홍대는건대	7:40 12:50 지젤 얘는 발음도 이상하고 계속 왜 박자가 일도 안맞냐..?	0
503	  아노피	블핑은 풀밴드로 제대로해주더만에스파는 그냥노래틀고하네..	0
504	  김준엽	SM은 라이브 안 되는 애들 저 무대 세우는 거 안 부끄럽냐? 3:55 여고생 네명이 코노 가도 이 정돈 나오겠다	0
505	  Warren kim	어디서 고라니가 계속울어요	0
506	  Warren kim	 @김치러버_엔엣프피_  고라니들이 무대를 방해하네요.... 좀 조용히 해줬으면.....ㅠ	0
507	  goguma	라이브괜찮긴한데..블핑이랑 비교는안되지..노래자체가구림	0
508	  짱짱맨	근데 이건 음향이 좋지는 않은것도 팩트임	0
509	  장윤호 민지애	긴장 한듯	1
510	  newt scamender	"윈터는 아이돌중 탑인것같은데, 나머지는 딱히.. 걍 이 자리가 안어울림"	0
511	  time Math	0:20 이거 소리지르는거 왜케 웃기냐 ㅋㅋ	1
512	  닝뉭	누가 자꾸 소리지르냐ㅠㅠ 개웃김	1
513	  멍비.	까는 영상에서도 느낀거지만목소리 조금씩 떨리는 부분들 진짜 떨려서 그런거같음....뭔가 실력 딸려서 떨리는 그 떨림이 아니라진짜루 떨리는거 같다는 느낌?	0
514	  장대한	그게 실력 딸리는 겁니다	0
515	  아잉	아니 익룡 개웃기네	1
516	  속썹고해성사	아니 근데..나만 중간중간 옆에서 여자분이 소리지르는거 웃겨?	1
517	  BlackCherry	라이브 좀 더 연습해라 진짜..	0
518	  김치러버_엔엣프피_	닝닝 심각하다....... 진짜 마이인데 닝닝한테 완전 실밍함.... 저번 논란때부터 알아봣다 하 스엠쪽에서 닝닝을 빼줬음 좋겠음 이래서 케이팝에 중국애들 넣으면 안 됨... (케플러 샤오팅 말구) 아니면 내가 마이를 탈덕해야하냐 고민중임...ㅠ	0
519	  Toma	근데먼가 흥이안나서 아쉽다	0
520	  ᄏᄏᄅᄋ	아 에스파 좋아하는데 윈터빼고 라이브 못 봐주겠다..	0
521	  JIN YOUNGSOO	비교가 되긴 하네요. 흠	0
522	  강원도촌놈	닝닝은 걍 집에 보내라 메인보컬 치고는 영~~~~ 소리만 지르는게 다넹	0
523	  lee miok	소리지르시는분 신경쓰인다..ㅎ	0
524	  권Moris	라이브가 너무 약하네요 ㅠ	0
525	  힘찬씨	까마귀 ㅈㄴ 울어대네	0
526	  메노스그랑유	잘하는 구만 또 품평질 지겨워 죽겠네	0
527	  유	소리지르는 사람 지 혼자서 ㅇ에에ㅔ에엑 거리네 이따구로 지르는 건 민폐같다	0
528	  Limbo.	윈터 없었음 어쩔뻔했냐윈터빼면 노답이네	0
529	  Tkei Es	"닝닝,지젤 망 라이브 뽀롱남"	0
530	  타투왁	누가 존나 큰 압력솥 앉혀놨냐	0
531	  괴물니	노래들어볼려고 틀고 샤워하는데 귀신같이 비명질러대서 영상 잘못튼줄알았네	0
532	  뽀뽀갈겨	"윈터랑 카리나는 잘했는데,,,,,,,음.,,"	0
533	  hang kim	뭐야 블랙핑크 아마츄어 버전인가...	0
534	  yg s	하... 지젤...	0
535	  Mura Masa	나만 sm 컨셉 ㅂ신같냐 근데? 허구언날 무슨 되도 않는 스토리 만들어서 가져다 붙히는것도 그렇고 가사도 ㅈ구려서 들어주기 쪽팔리고 ㅋㅋㅋ 소시 동방신기로 얻은 이미지 때문에 사람들이 들어주는거지 진짜 어디 중소 기획사에서 나비스 위 러브 유~ 이딴 노래 나왔으면 진짜 아무도 안 들었을거임	0
536	  Erica	방금 블랙핑크 코첼라 퍼포먼스 보고 이걸 보니 학예회 나온 수준...... 닝닝 음정 불안정한 거 다 티나고 전체적으로 관객 호응을 끌어내질 못함 그냥 관객 없이 외운 춤 열심히 추는 느낌블핑 팬도 에스파 안티도 딱히 아니지만 이런 실력으로 언플한 거 굉장히 오만하다고 봄	0
537	  y	1:58 부터 ㅋㅋㅋㅋㅋㅋ 익룡소리남 ㅠ	0
538	  사월사일	코첼라에 익룡 서식하는거 같은데?	0
539	  어	닝닝 음색은 좋은데 음이 자꾸 흔들림	0
540	  lily	외국인 두명 살좀뺐으면ㅜ..	0
541	  녜얌	너보다말랐을걸ㅜ	0
542	  녜얌	" @lily  남사진올려놓고 프사 안보임? 이러네.. 실제로 보면 너보다 말랐음ㅠ 쟤넨 근육이랑 합해서 저정도지 너는 걍 셀룰라이트..,,"	0
543	  녜얌	 @lily  그니까 누구 살쪘네 이러지말고 너인생 열심히살아ㅠ진짜 안쓰러워서그럼	0
544	  lily	 @녜얌  내사진인데?ㅋㅋ 연예인이면 관리좀 해줬으면~	0
545	  Gyuindi Han	ㅋㅋㅋㅋㅋ 고나리질도 병이다 ㅋㅋㅋㅋ 건강이 최고야 ㅋㅋㅋㅋ 남 지적질만 하다 인생 끝날 듯 ㅋㅋㅋㅋㅋ	0
546	  옹냥냥이	 @녜얌  ㅋㅋㅋ 아니 제일 살찐 두 명이 춤선 제일 둔한 거 안보임 ??? 살쪄도 춤선 예쁘고 하면 뭐 그렇다치는데 아이돌이 살쪄서 무대에서 춤선 둔해보이는 거 훤히 보이는데 쫌 빼야지 ~	0
547	  lily	 @옹냥냥이  아 제말이.. 옷도 뭘입혀놔도 안예뻐서 괜히 코디만 욕먹음 sm은 비쥬얼인데 타고나진 않았어도 최소한 노력이라도 해줬으면..선배들 보면 다 뼈말라인거 안느껴지나 걔네가 할일없어서 살뺀걸로 보이나 후 답답	0
548	  옹냥냥이	" @lily  진짜 화면 비춰지는 직업이고, 본인 직업에 진심이라면 안 뺄 수가 없을텐데 … 전 다른 건 빼고  살 때문에 춤선 둔한 거 그거는 걍 운동선수들이 체급 맞추는 것처럼 당연히 빼야하는 이유라고 생각해여. 시간에 노래 춤 연습 하는 것도 아닌 거 같고  ㅜ"	0
549	  이상한 대학생	아 저기 익룡이 있네…	0
550	  march 30	나쁜의미가아니라 코첼라에 왜케 안어울리징	0
551	  블루미	아니 소속사에서는 ㄹㅇ 저기 갈 실이라고 생각하고 올린거냐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ부끄럽네 ㅠㅠ	0
552	  이맠	아니 원래 랩이 저런거야...?라이브 왜이렇게 못함ㅋㅋㅋㅋㅋㅋ진짜 미치겠네ㅋㅋㅋㄲ그냥 웃음밖에 안나옴저 와중에 앞에서 누가 계속 소리지름ㅋㅋㅋㅋㅋ	0
553	  김영은	말도안되는 억까들때문에 빡쳐서 댓글달게되네...	0
554	  안지호	어디서 계속 익룡소리가 들리지 ㅋㅋ	0
555	  심사	아니..계속 돌고래소리가 나는데..나만 이래?	0
556	  박원규	이렇게 보니까 두명은 살좀빼야겠다걸그룹이 너무둔해ㅋ비코 안할래야 안할수가 없다ㅋ	0
557	  김승현	아니 주전자 좀 끄라고	0
558	"  YU-NA KIM, BIG_BANG!!"	에고... 안스럽다. 무대실력이...연습생같은 느낌 적인 느낌...할말많않	0
559	  MM	아 익룡 성대 끊어버리고싶네ㅡㅡ	0
560	  박진현	아니 다른거 다필요없고... 밑에 소리지르는애 소리좀 없애줘 너무신경쓰여	0
561	  뽀	뭘하는지 모르겠다 ㅋㅋㅋㅋㅋ	0
562	  우주	익룡 왤케 많음	0
563	  님페이아	소리지르는 분은 sm관계자인듯	0
564	  박소영	누가 인간 호루라기 심어놨는데 ㅋ ㅋㅋㅋㅋㅋ ㅋㅋ ㅋ ㅋ ㅋ	0
565	  fog Kim	소리가 마이크를 못뚫네… 그게 아쉽다	0
566	  fog Kim	노래도 무대에 맞게 수정 되었다면 무대 장악할 수 있었을텐데 그것도 아쉽다..	0
567	  kim나디아	저 익룡 어찌좀해주라!!!노래 좀 감상할라하면 디게 거슬리네ㅋㅋㅋㅋ	0
568	  우유	아니 근데 나만 지젤 옷 이상함..? 의상이  아줌마들 줌바댄스 옷 같음	0
569	  Bibi Park	여자 프로레슬러인줄 몸매도 살은 왜케 쪘고	0
570	  김현정	SM 특유의 저음이지만 찌르는 음색 지겹다 작곡가부터 바꾸어야함	0
571	  Na Join	코첼라가 언제부터 유치원 장기자랑이 됐노	0
572	  거누거	왤케멋없지 ㅋㅋㅋ 별로다암튼..쩝	0
573	  LONG a	한국산만..제발	0
574	  띠똔	옆에 익룡 한마리가 사나...?	0
575	  미미	??? 잘하는데 왜	1
576	  김느	중국쇼트응원할시간에 노래연습이나 제발	0
577	  김온지	옆에 그 누르면 지르는 닭이야?	0
578	  Foo Foo	12:07 ㅋㅋㅋㅋㅋㅋ 이게잘하는거냐	0
579	  정희 이	안무가 아쉽	0
580	  박원규	왜냐고블랙핑크랑 비교돼서지 왜겠어~~	0
581	  sy lee	그넘에 광야는 ㅋㅋ	0
582	  dreamer.K	지젤은 성량 자체가 적은거냐 뭐냐 소리도 제대로 안들려	0
583	  조그마한 만두	ㅋㅋㅋ 욕 너무 많다.. 살짝 정신사나운거 말고 다들 잘 하는디 머 닝닝만 좀 음이탈 나고 나머진 잘한거같음 이정도면 그냥 음방할 때도 라이브해도 될거같은데 왜 안시키지?	1
584	  다히라	아 옆에 꺄아아앙아아ㅏㄱ 거리는데 목 개떨리는거 불편하네	0
585	  ㅂㅅ을 보면 못참는 사람	뭔 익룡하나가 있어 ㅅ발ㅋㅋㅋ	0
586	  고양이야옹	잘하는구만 쪽팔리긴	1
587	  멜론	돼지 멱따는 소리 내는 팬 엄청 거슬리네;;; 맨날 소리질러서 노래를 들을수가없네 진짜	0
588	  Kevin	다른 영상 보고 왔는데 카리나까진 잘한 것 같은데..?	1
589	  박건도	그냥 원터 빼고 다 가수아님	0
590	  닉네임	익룡관중 개별로네	0
591	  N yann3r	혹성탈출4탄인가용	0
592	  Sung Kim	미국가서 학예회냐	0
593	  짱	"지젤이 누구고 닝닝이 누구임,, 윈터 카리나 망고 너무 못해서 구분이 안 가는데 ?"	0
594	  비모	윈터와 3명의 존예 따까리 느낌	0
595	  샤인머쓱해	데뷔전 문자보면 말다나오지..	0
596	  sujin kim	기합은 졸라 크네	0
597	  이게노래냐?	아니 옆에 갈매기 ㄹㅇ	0
598	  JY J	6:20 카리나 너무 못부르노..	0
599	  장구름	무대 왤캐 구리냐윈터 혼자 악전고투 하는 느낌이네	0
600	  소연아채소먹자	관객석에 호루라기있는데요	0
